symbol,date,price
EE Claim Status,Jul 2010,152
EE Claim Status,Aug 2010,152
EE Claim Status,Sep 2010,1102
EE Claim Status,Oct 2010,333
EE Claim Status,Nov 2010,455
EE Claim Status,Dec 2010,412
EE Claim Status,Jan 2011,1245
EE Claim Status,Feb 2011,434
EE Claim Status,Mar 2011,847
EE Claim Status,Apr 2011,707
EE Claim Status,May 2011,1484
EE Claim Status,Jun 2011,1022
EE Claim Status,Jul 2011,3096
EE Claim Status,Aug 2011,1084
EE Claim Status,Sep 2011,969
EE Claim Status,Oct 2011,1826
EE Claim Status,Nov 2011,641
EE Claim Status,Dec 2011,714
EE Payment,Jan 2008,19
EE Payment,Feb 2008,10
EE Payment,Mar 2008,14
EE Payment,Apr 2008,196
EE Payment,May 2008,78
EE Payment,Jun 2008,52
EE Payment,Jul 2008,48
EE Payment,Aug 2008,77
EE Payment,Sep 2008,45
EE Payment,Oct 2008,25
EE Payment,Nov 2008,12
EE Payment,Dec 2008,27
EE Payment,Jan 2009,44
EE Payment,Feb 2009,65
EE Payment,Mar 2009,28
EE Payment,Apr 2009,18
EE Payment,May 2009,26
EE Payment,Jun 2009,19
EE Payment,Jul 2009,18
EE Payment,Aug 2009,16
EE Payment,Sep 2009,17
EE Payment,Oct 2009,21
EE Payment,Nov 2009,33
EE Payment,Dec 2009,16
EE Payment,Jan 2010,24
EE Payment,Feb 2010,19
EE Payment,Mar 2010,11
EE Payment,Apr 2010,30
EE Payment,May 2010,16
EE Payment,Jun 2010,16
EE Payment,Jul 2010,16
EE Payment,Aug 2010,16
EE Payment,Sep 2010,27
EE Payment,Oct 2010,37
EE Payment,Nov 2010,36
EE Payment,Dec 2010,23
EE Payment,Jan 2011,69
EE Payment,Feb 2011,31
EE Payment,Mar 2011,78
EE Payment,Apr 2011,30
EE Payment,May 2011,93
EE Payment,Jun 2011,198
EE Payment,Jul 2011,164
EE Payment,Aug 2011,118
EE Payment,Sep 2011,189
EE Payment,Oct 2011,366
EE Payment,Nov 2011,157
EE Payment,Dec 2011,78
EE File a Claim,Jan 2008,36
EE File a Claim,Feb 2008,79
EE File a Claim,Mar 2008,84
EE File a Claim,Apr 2008,70
EE File a Claim,May 2008,60
EE File a Claim,Jun 2008,81
EE File a Claim,Jul 2008,70
EE File a Claim,Aug 2008,83
EE File a Claim,Sep 2008,69
EE File a Claim,Oct 2008,58
EE File a Claim,Nov 2008,68
EE File a Claim,Dec 2008,107
EE File a Claim,Jan 2009,82
EE File a Claim,Feb 2009,118
EE File a Claim,Mar 2009,144
EE File a Claim,Apr 2009,184
EE File a Claim,May 2009,102
EE File a Claim,Jun 2009,112
EE File a Claim,Jul 2009,148
EE File a Claim,Aug 2009,88
EE File a Claim,Sep 2009,97
EE File a Claim,Oct 2009,70
EE File a Claim,Nov 2009,41
EE File a Claim,Dec 2009,96
EE File a Claim,Jan 2010,73
EE File a Claim,Feb 2010,56
EE File a Claim,Mar 2010,66
EE File a Claim,Apr 2010,92
EE File a Claim,May 2010,72
EE File a Claim,Jun 2010,78
EE File a Claim,Jul 2010,84
EE File a Claim,Aug 2010,84
EE File a Claim,Sep 2010,24
EE File a Claim,Oct 2010,56
EE File a Claim,Nov 2010,73
EE File a Claim,Dec 2010,64
EE File a Claim,Jan 2011,93
EE File a Claim,Feb 2011,63
EE File a Claim,Mar 2011,75
EE File a Claim,Apr 2011,135
EE File a Claim,May 2011,84
EE File a Claim,Jun 2011,70
EE File a Claim,Jul 2011,80
EE File a Claim,Aug 2011,95
EE File a Claim,Sep 2011,85
EE File a Claim,Oct 2011,193
EE File a Claim,Nov 2011,230
EE File a Claim,Dec 2011,108
EE Items Missing from File,Jan 2008,26
EE Items Missing from File,Feb 2008,39
EE Items Missing from File,Mar 2008,29
EE Items Missing from File,Apr 2008,392
EE Items Missing from File,May 2008,77
EE Items Missing from File,Jun 2008,51
EE Items Missing from File,Jul 2008,69
EE Items Missing from File,Aug 2008,85
EE Items Missing from File,Sep 2008,64
EE Items Missing from File,Oct 2008,74
EE Items Missing from File,Nov 2008,73
EE Items Missing from File,Dec 2008,89
EE Items Missing from File,Jan 2009,97
EE Items Missing from File,Feb 2009,80
EE Items Missing from File,Mar 2009,47
EE Items Missing from File,Apr 2009,45
EE Items Missing from File,May 2009,45
EE Items Missing from File,Jun 2009,44
EE Items Missing from File,Jul 2009,55
EE Items Missing from File,Aug 2009,70
EE Items Missing from File,Sep 2009,47
EE Items Missing from File,Oct 2009,58
EE Items Missing from File,Nov 2009,46
EE Items Missing from File,Dec 2009,43
EE Items Missing from File,Jan 2010,34
EE Items Missing from File,Feb 2010,59
EE Items Missing from File,Mar 2010,72
EE Items Missing from File,Apr 2010,116
EE Items Missing from File,May 2010,81
EE Items Missing from File,Jun 2010,93
EE Items Missing from File,Jul 2010,96
EE Items Missing from File,Aug 2010,96
EE Items Missing from File,Sep 2010,137
EE Items Missing from File,Oct 2010,109
EE Items Missing from File,Nov 2010,109
EE Items Missing from File,Dec 2010,102
EE Items Missing from File,Jan 2011,133
EE Items Missing from File,Feb 2011,122
EE Items Missing from File,Mar 2011,159
EE Items Missing from File,Apr 2011,125
EE Items Missing from File,May 2011,150
EE Items Missing from File,Jun 2011,196
EE Items Missing from File,Jul 2011,207
EE Items Missing from File,Aug 2011,194
EE Items Missing from File,Sep 2011,187
EE Items Missing from File,Oct 2011,248
EE Items Missing from File,Nov 2011,191
EE Items Missing from File,Dec 2011,146
EE Info Requested,Jan 2008,0
EE Info Requested,Feb 2008,0
EE Info Requested,Mar 2008,0
EE Info Requested,Apr 2008,0
EE Info Requested,May 2008,0
EE Info Requested,Jun 2008,17
EE Info Requested,Jul 2008,15
EE Info Requested,Aug 2008,21
EE Info Requested,Sep 2008,10
EE Info Requested,Oct 2008,0
EE Info Requested,Nov 2008,0
EE Info Requested,Dec 2008,0
EE Info Requested,Jan 2009,0
EE Info Requested,Feb 2009,10
EE Info Requested,Mar 2009,0
EE Info Requested,Apr 2009,0
EE Info Requested,May 2009,0
EE Info Requested,Jun 2009,0
EE Info Requested,Jul 2009,0
EE Info Requested,Aug 2009,10
EE Info Requested,Sep 2009,0
EE Info Requested,Oct 2009,13
EE Info Requested,Nov 2009,0
EE Info Requested,Dec 2009,10
EE Info Requested,Jan 2010,0
EE Info Requested,Feb 2010,0
EE Info Requested,Mar 2010,0
EE Info Requested,Apr 2010,0
EE Info Requested,May 2010,0
EE Info Requested,Jun 2010,0
EE Info Requested,Jul 2010,0
EE Info Requested,Aug 2010,0
EE Info Requested,Sep 2010,0
EE Info Requested,Oct 2010,0
EE Info Requested,Nov 2010,0
EE Info Requested,Dec 2010,0
EE Info Requested,Jan 2011,0
EE Info Requested,Feb 2011,0
EE Info Requested,Mar 2011,0
EE Info Requested,Apr 2011,0
EE Info Requested,May 2011,22
EE Info Requested,Jun 2011,47
EE Info Requested,Jul 2011,43
EE Info Requested,Aug 2011,27
EE Info Requested,Sep 2011,71
EE Info Requested,Oct 2011,138
EE Info Requested,Nov 2011,54
EE Info Requested,Dec 2011,17
